affix,word,sense,meaning,Affix,Source Word,Source Word Count,Derived Word,Derived word count,word_y
ation,attestation,state,# [[statement]],ation,attest,1836,attestation,997,18
ation,acclimatization,state,"# the act of acclimatizing; the process of [[inuring]] to a new climate, or the state of being so [[inure]]d.",ation,acclimatize,117,acclimatization,280,18
ation,acceptation,state,# {{lb|en|obsolete}} [[acceptance|acceptance]]; reception; favorable reception or regard; the state of being [[acceptable]].,ation,accept,58164,acceptation,67,18
ation,localization,state,# the [[state]] of being [[localized]].,ation,localize,920,localization,4880,18
ation,misrepresentation,state,"# [[erroneous|erroneous]] or [[false]] [[representation]]; an [[unfair]] or [[dishonest]] [[account]] or [[exposition]]; a false [[statement]]: as, to injure one's character by misrepresentations.",ation,misrepresent,354,misrepresentation,1601,18
y,minxy,characteristic,# characteristic of a [[minx]] {{gloss|flirtatious young woman}}.,y,minx,645,minxy,15,18
y,orby,characteristic,# {{lb|en|obsolete}} having characteristics of an [[orb]],y,orb,4612,orby,92,18
o,deafo,person,# {{lb|en|slang|derogatory}} a [[deaf]] [[person]].,o,deaf,16068,deafo,7,18
y,ginny,characteristic,# affected by [[gin]]; resembling or characteristic of [[gin]].,y,gin,6508,ginny,1531,18
o,derro,person,# {{lb|en|australia|slang}} a homeless person; a social [[derelict]].,o,derelict,4833,derro,65,18
o,garbo,person,# first-person singular present tense of [[garbare]],o,garbage,9596,garbo,1424,18
o,muso,person,"# {{lb|it|pejorative}} [[mug]], [[face]] (of a person)",o,musician,79386,muso,201,18
o,nerdo,person,# {{lb|en|slang}} a [[nerd]] (socially inept person).,o,nerd,1680,nerdo,9,18
y,loungey,characteristic,# {{lb|en|informal}} resembling or characteristic of [[lounge music]].,y,lounge,13994,loungey,5,18
y,junky,characteristic,"# resembling or characteristic of [[junk]]; cheap, worthless, or of low quality.",y,junk,4963,junky,148,18
y,housey,characteristic,# {{lb|en|colloquial}} resembling or characteristic of [[house music]]; [[houselike]].,y,house,987961,housey,23,18
y,hawky,characteristic,# resembling or characteristic of a [[hawk]].,y,hawk,18878,hawky,7,18
y,birchy,characteristic,# resembling or characteristic of [[birch]].,y,birch,10922,birchy,39,18
y,owly,characteristic,# [[resembling|resembling]] or [[characteristic]] of an [[owl]].,y,owl,12060,owly,18,18
y,beany,characteristic,# resembling or characteristic of [[bean]]s.,y,bean,12888,beany,165,18
y,lemony,pertain,# of or pertaining to [[lemon]]s. {{rfex}},y,lemon,10598,lemony,425,18
y,arcadey,characteristic,"# {{lb|en|video games|informal}} characteristic of an [[arcade game]], generally focused on [[action]] rather than [[strategy]] or [[realism]].",y,arcade,24012,arcadey,19,18
y,femmy,characteristic,# resembling or characteristic of a [[femme]] (a feminine lesbian).,y,femme,3366,femmy,8,18
y,loungy,characteristic,# {{lb|en|informal}} characteristic of a [[lounge]]; informally [[comfortable]],y,lounge,13994,loungy,7,18
y,moussy,characteristic,"# resembling or characteristic of [[mousse]], especially in [[texture]].",y,mousse,410,moussy,37,18
y,porky,characteristic,# resembling or characteristic of [[pork]].,y,pork,10179,porky,2205,18
y,peasy,characteristic,# resembling or characteristic of [[pea]]s.,y,peas,4183,peasy,13,18
y,billowy,pertain,# of or pertaining to [[billow]]s; [[swell]]ing or swollen into large [[wave]]s; full of billows or [[surge]]s; resembling billows.,y,billow,84,billowy,32,18
o,dumbo,person,# a person who is [[stupid]].,o,dumb,4782,dumbo,783,18
y,laky,pertain,"# of, pertaining to, or resembling a [[lake]]",y,lake,373371,laky,7,18
ess,instructress,person,"#*: if she knew her '''instructress''' was poor and queer she also knew she was not nearly so ‘qualified’ as miss overmore, who could say lots of dates straight off [...].",ess,instructor,28231,instructress,17,18
ess,waitress,person,"# a female attendant who serves customers in a [[restaurant]], [[café]], or similar.",ess,waiter,3269,waitress,3756,18
ess,temptress,person,# an [[alluring]] woman who [[seduce]]s or [[exploit]]s men.,ess,tempter,108,temptress,349,18
ess,supervillainess,person,"#*: disappointingly, valkyrie turns out really to be the enchantress, a '''supervillainess''' whose intention is the destruction of both sexes.",ess,supervillain,2307,supervillainess,74,18
ess,seductress,person,#: ''the sirens were '''seductresses''' who lured many sailors to their doom.'',ess,seductor,8,seductress,274,18
ess,princess,person,# a woman or girl who excels in a given field or class. {{defdate|from 14th c.}},ess,princesse,470,princess,74037,18
y,jiggy,pertain,# of or pertaining to a [[jig]].,y,jig,1195,jiggy,155,18
ess,monitress,person,#*: miss mitchell would certainly be most relieved to have a '''monitress''' who was capable of organising the juniors at games.,ess,monitor,30898,monitress,5,18
ess,millionairess,person,"# a [[woman]] whose wealth is greater than one [[million]] dollars, or the local currency.",ess,millionaire,8205,millionairess,108,18
ess,laundress,person,# a [[woman]] whose employment is [[laundering]].,ess,launderer,108,laundress,273,18
ess,heiress,person,# a woman who stands to [[inherit]],ess,heir,33543,heiress,8249,18
ess,electress,person,# {{lb|en|rare|dated}} a woman who can [[vote]] in an election. {{defdate|from 17th c.}},ess,elector,8407,electress,406,18
ess,canoness,person,# {{lb|en|dated}} a [[woman]] who holds a [[canonry]] in a [[conventual]] [[chapter]].,ess,canon,31394,canoness,85,18
ess,anchoress,person,# a female [[anchorite]]. a woman who chooses to withdraw from the world to live a solitary life of prayer and contemplation.,ess,anchor,32831,anchoress,98,18
ess,adventuress,person,# a female [[adventurer]]; a woman who seeks adventure.,ess,adventure,52684,adventuress,181,18
ess,adulteress,person,# a [[woman]] or [[girl]] who commits [[adultery]].,ess,adulterer,221,adulteress,163,18
ess,actress,person,# a female who [[perform]]s on the stage or in films. {{defdate|from 17th c.}},ess,actor,184717,actress,128969,18
o,sicko,person,"# {{lb|en|derogatory|slang}} a person with [[unpleasant]] [[taste]]s, [[view]]s or [[habit]]s.",o,sick,26541,sicko,171,18
o,bizzo,person,# {{lb|en|uk|australian|slang}} [[business|business]]; a [[matter]] or matters of [[personal]] [[concern]]; a [[course of action]].,o,biz,1852,bizzo,6,18
o,cheapo,person,"# {{lb|en|slang}} a person who is [[stingy]], a [[cheapskate]].",o,cheap,17146,cheapo,50,18
ess,seamstress,person,# a woman who [[sew]]s clothes professionally.,ess,seamster,18,seamstress,1337,18
ess,murderess,person,# a woman who commits [[murder]].,ess,murder,113041,murderess,203,18
y,princessy,pertain,"# of, pertaining to, or suitable for a [[princess]]",y,princess,74037,princessy,6,18
o,preso,person,"# {{lb|it|of person}} [[busy]], [[taken up]], [[preoccupied]]",o,presentation,36249,preso,49,18
y,missy,pertain,"# of, or pertaining to, female [[clothing]] or clothing [[size]]s.",y,miss,106116,missy,2748,18
y,nerdy,pertain,"# {{lb|en|colloquial|derogatory|of a quality or interest}} of, pertaining to, in the style of, or appealing to nerds.",y,nerd,1680,nerdy,864,18
y,nobby,pertain,# {{lb|en|uk}} [[wealthy|wealthy]] or of high social position; of or pertaining to a [[nob]] (person of great wealth or social standing).,y,nob,789,nobby,520,18
y,pitchy,pertain,"# of, pertaining to, or resembling [[pitch]].",y,pitch,50949,pitchy,39,18
o,morto,person,# {{senseid|pt|corpse}} {{l|en|corpse}} {{gloss|dead person}},o,mortified,566,morto,133,18
o,aggro,person,"#*: but the thing to remember was that some women were prepared to provide an outlet, in ''spite'' of all the '''aggro''', if the money was right. and lots of guys were prepared to pay, in spite of the '''aggro'''. and what the '''aggro''' boiled down to, if you thought about it, was the shame of being known to be the person who had been involved.",o,aggravation,350,aggro,304,18
o,weirdo,person,"# {{lb|en|slang}} a [[strange]], [[odd]], [[eccentric]] person.",o,weird,10063,weirdo,297,18
y,appley,pertain,"# of, or pertaining to, [[apple]]s.",y,apple,53339,appley,133,18
y,groovy,pertain,"# of, pertaining to, or having [[grooves]].",y,groove,12358,groovy,1210,18
y,heathery,pertain,"# of, pertaining to, or abundant in [[heather]].",y,heather,9873,heathery,44,18
o,rando,person,# {{lb|en|colloquial}} an [[arbitrary]] person with whom one has no shared social connection.,o,random,40027,rando,203,18
o,posho,person,# a [[posh]] person.,o,posh,1687,posho,12,18
y,linky,pertain,# {{lb|en|informal}} of or pertaining to [[hyperlink]]s.,y,link,88005,linky,30,18
y,poofy,pertain,"# {{lb|en|slang}} of or pertaining to something that is [[puffy]], filled with air, [[inflated]].",y,poof,192,poofy,10,18
y,ottery,pertain,"# of, pertaining to, or characteristic of an [[otter]].",y,otter,6746,ottery,407,18
y,peery,pertain,# {{lb|en|rare}} of or pertaining to [[peer]]s or the [[peerage]].,y,peer,35430,peery,165,18
y,poddy,pertain,# {{lb|en|uncomparable}} of or pertaining to a [[pod]] or pods.,y,pod,9027,poddy,17,18
y,meadowy,pertain,"# of, or pertaining to, [[meadow]]s.",y,meadow,12444,meadowy,5,18
proof,flameproof,make,# {{lb|en|transitive}} to make flameproof.,proof,flame,17188,flameproof,22,17
proof,fireproof,make,# to make resistant to damage from fire.,proof,fire,328778,fireproof,1218,17
proof,childproof,make,#: ''they attempted to make the house '''childproof''' by covering all sharp corners with soft foam.'',proof,child,251191,childproof,20,17
y,pithy,small,"#*: to summarize the characters of a true mushroom - it grows only in pastures; it is of small size, dry, and with unchangeable flesh; the cap has a frill; the gills are free from the stem, the spores brown-black or deep purple-black in colour, and the stem solid or slightly '''pithy'''.",y,pith,738,pithy,402,17
y,pinky,small,# {{lb|en|informal}} the smallest finger or toe of a hand or foot.,y,pink,45607,pinky,2215,17
y,peaty,small,"#* '''2009''', jason kawall, ''17: whisky and the wild: on preserving methods and distilleries'', fritz allhoff, marcus p. adams (editors), ''whiskey and philosophy: a small batch of spirited ideas'', [http://books.google.com.au/books?id=qwufwl4w3nmc&pg=pa277&dq=%22peatier%22%7c%22peatiest%22&hl=en&sa=x&ei=jsobu6lzh8alkwwozidicg&redir_esc=y#v=onepage&q=%22peatier%22%7c%22peatiest%22&f=false page 277],",y,peat,7093,peaty,344,17
y,pasty,small,"# {{lb|en|chiefly|_|in the plural}} a small item of [[clothing]] that conceals little more than the [[nipple]] of a [[woman]]'s [[breast]], primarily worn by female [[exotic dancer]]s.",y,paste,7905,pasty,358,17
proof,foolproof,make,# {{lb|en|transitive}} to make foolproof.,proof,fool,10454,foolproof,242,17
proof,bulletproof,make,# to make proof against bullets.,proof,bullet,21259,bulletproof,1646,17
proof,freezeproof,make,# {{lb|en|transitive}} to make resistant to freezing.,proof,freeze,9678,freezeproof,7,17
proof,futureproof,make,# {{lb|en|transitive}} to make futureproof.,proof,future,254807,futureproof,30,17
y,advisory,small,"#: ''the coast guard issued a small craft '''advisory''', warning little boats to watch out for bad weather.''",y,advisor,34074,advisory,47617,17
y,mousy,small,#: ''it's a god-awful small affair to the girl with the mousy hair'' [[w:david bowie|david bowie]] - [[w:life on mars? (song)|life on mars?]] (1971),y,mouse,29584,mousy,144,17
y,beady,small,"# resembling [[bead]]s; small, round, and gleaming.",y,bead,2549,beady,289,17
y,noddy,small,# {{lb|en|dated}} a small two-wheeled [[vehicle]] drawn by a single [[horse]].,y,nod,4398,noddy,804,17
y,niggly,small,"# [[pernickety]], paying too much attention to small details.",y,niggle,66,niggly,10,17
y,measly,small,"# small in amount, contemptibly so.",y,misellus,8,measly,127,17
y,lumpy,small,"# characteristic of a water surface covered in many small waves as a result of wind, choppy.",y,lump,2955,lumpy,791,17
y,lamby,small,"#* '''1994''', shirley humphrey, eric mussen, ''small farm handbook'' (page 104)",y,lamb,15218,lamby,23,17
y,kitty,small,"# {{lb|en|poker|slang}} in a home game, a small, specified amount taken from each [[pot]] to pay the host's expenses.",y,kit,27199,kitty,9425,17
y,jinky,small,#*: darren was the smallest on the pitch he is certainly not fazed by the bigger lads and his '''jinky''' runs regularly stretched the opposition to the limit,y,jink,41,jinky,47,17
y,humpy,small,#*: a very weary small boy and a weary father and mother were soon asleep in the hardest and '''humpiest''' bed ever made.,y,hump,2258,humpy,176,17
y,outdoorsy,small,"#* '''1992''' april, {{w|david james duncan}}, ''{{w|the brothers k}}'', new york, n.y.: [[w:doubleday (publisher)|doubleday]], <small>[[w:international standard book number|isbn]] [[special:booksources/9780385240031|978-0-385-24003-1]]</small>; republished new york, n.y.: {{w|dial press}}, june 2005, <small>[[w:international standard book number|isbn]] [[special:booksources/9780553378498|978-0-553-37849-8]]</small>, page 487:",y,outdoors,7891,outdoorsy,32,17
proof,heatproof,make,# {{lb|en|transitive}} to make [[insulating]] and [[incombustible]].,proof,heat,95447,heatproof,16,17
proof,frostproof,make,# {{lb|en|transitive}} to make resistant to frost.,proof,frost,18060,frostproof,74,17
proof,waterproof,make,# to make '''waterproof''' or [[water-resistant]].,proof,water,602828,waterproof,2280,17
y,gemmy,full,# full of [[gem]]s; [[bright]]; [[glitter]]ing.,y,gem,9801,gemmy,34,17
y,giddy,full,"# [[lightheartedly|lightheartedly]] [[silly]], or [[joyfully]] [[elated]].",y,gidi,219,giddy,628,17
y,glossy,full,#: ''the supermarket '''glossies''' are full of celebrity gossip and fad diets.'',y,gloss,2842,glossy,5086,17
y,grouty,full,"# full of [[grout]](s), that is, sediment.",y,grout,849,grouty,29,17
y,hubby,full,# {{lb|en|us}} full of [[hub]]s or [[protuberance]]s.,y,husband,198737,hubby,102,17
y,knotty,full,# full of [[knot]]s.,y,knot,8437,knotty,327,17
y,kinky,full,# full of [[kink#noun_2|kink]]s; liable to [[kink#verb_2|kink]] or curl.,y,kink,1038,kinky,980,17
y,holey,full,"# having, or being full of, [[hole]]s",y,hole,51691,holey,125,17
y,hefty,full,#: ''she carries a '''hefty''' backpack full of books.'',y,heft,462,hefty,1407,17
y,maggoty,full,# {{lb|en|obsolete}} full of [[whim]]s; [[capricious]].,y,maggot,687,maggoty,38,17
y,masty,full,"# full of [[mast]]; abounding in [[acorn]]s, etc.",y,mast,12002,masty,26,17
y,matey,full,"#*: adolphus egerton ryerson was his full name, but he insisted on being called egerton ryerson, under the mistaken conviction that this was much more '''matey''' than adolphus.",y,mate,32346,matey,61,17
y,nappy,full,"#*: you could burn disposable '''nappies''' (not a very practical option); otherwise, it′s probably best to take a supply of large plastic bags or '''nappy''' sacks with you and to dispose of them as thoughtfully as you can.",y,napkin,562,nappy,503,17
y,nitty,full,# full of [[nit]]s.,y,nit,4033,nitty,524,17
y,noisy,full,# full of noise.,y,noise,40233,noisy,4793,17
y,pippy,full,# full of [[pip]]s or [[seed]]s.,y,pip,3628,pippy,78,17
y,muddy,full,# covered with or full of [[mud]] or wet soil.,y,mud,22220,muddy,7148,17
proof,greaseproof,make,# {{lb|en|transitive}} to make resistant to [[grease]].,proof,grease,4115,greaseproof,20,17
proof,leakproof,make,"#*: ""in mining work difficult laying conditions, limited space, and movements of the ground, all combine to make the installation of a '''leakproof''' main with ordinary joints a very difficult matter.""",proof,leak,8453,leakproof,26,17
proof,rainproof,make,# to make rainproof.,proof,rain,59498,rainproof,13,17
proof,soundproof,make,# to make [[resistant]] to [[transmit]]ting sound.,proof,sound,229381,soundproof,264,17
proof,weatherproof,make,# to make something [[resistant]] to damage caused by the weather.,proof,weather,89835,weatherproof,267,17
proof,windproof,make,# {{lb|en|transitive}} to make resistant to the [[wind]].,proof,wind,94140,windproof,98,17
proof,rustproof,make,"# to make resistant to [[rust]], such as by applying a coating.",proof,rust,6779,rustproof,17,17
y,beardy,small,"##*: loaches (or '''beardies''') often also thinned our preserves, and in this they were occasionally helped by small eels. whenever '''beardies''' got within an enclosure containing only creepers and caddis worms, in a very short space of time the '''beardies''' alone were left, so rapacious are these small fishes.",y,beard,11204,beardy,82,17
ling,newling,person,# one who is [[new]] (to something); a [[newcomer]]; a [[novice]]; a [[newbie]].,ling,new,3522385,newling,34,17
ment,commitment,person,## official [[consignment]] sending a person to [[prison]] or a [[mental health]] institution.,ment,commit,19996,commitment,34439,17
ive,exploitative,relat,# {{lb|en|more generally}} of or relating to exploitation.,ive,exploitation,15771,exploitative,1243,17
ive,collaborative,relat,"# of, relating to, or done by [[collaboration]].",ive,collaborate,8994,collaborative,19575,17
ive,directive,relat,# {{lb|en|grammar}} relating to the [[directive case]],ive,direct,172729,directive,11955,17
ive,stipulative,relat,# relating to a [[stipulation]].,ive,stipulate,833,stipulative,24,17
ion,proration,act of,"# {{lb|en|accounting}} in the insurance industry, the act of taking money that is currently due from the [[insurance]] company and moving it to the patient, knowing that the dollar amount being moved is due from the patient as a [[deductible]], [[coinsurance]], or [[copayment]] amount.",ion,prorate,16,proration,11,17
ion,intermediation,act of,# {{lb|en|countable}} an act of coming between; an [[intervention]].,ion,intermediate,41919,intermediation,191,17
ion,innervation,act of,# the act of [[innervate|innervating]] or [[stimulate|stimulating]].,ion,innervate,377,innervation,708,17
ion,expropriation,act of,# the act of [[expropriate|expropriating]]; the [[surrender]] of a claim to [[private property]]; the act of [[deprive|depriving]] of private propriety rights.,ion,expropriate,322,expropriation,1375,17
ion,effectuation,act of,# an act of [[effectuating]].,ion,effectuate,116,effectuation,28,17
ion,commemoration,act of,# the act of commemorating; an observance or celebration designed to honor the memory of some person or event.,ion,commemorate,18256,commemoration,6995,17
ion,calibration,act of,# the act of [[calibrate|calibrating]] something.,ion,calibrate,600,calibration,3540,17
ion,aspiration,act of,"# the act of [[aspire|aspiring]] or ardently desiring; an [[ardent]] wish or [[desire]], chiefly after what is [[elevated]] or [[spiritual]] (with common adjunct [[adposition]]s being [[to]] or [[of]])",ion,aspire,2232,aspiration,3200,17
ion,arpeggiation,act of,"# {{lb|en|music}} the act of [[arpeggiate|arpeggiating]], of spreading a chord out instead of playing the notes simultaneously.",ion,arpeggiate,10,arpeggiation,66,17
ion,accredition,act of,# the act of [[accrediting]].,ion,accredit,405,accredition,13,17
ion,pontification,act of,# the act of [[pontificate|pontificating]],ion,pontificate,1324,pontification,9,17
ive,evaluative,relat,"# relating to the assignment of value to a person, thing, or event.",ive,evaluate,12362,evaluative,519,17
ling,doeling,person,# a female domestic [[goat]] of less than one year of age.,ling,doe,7368,doeling,5,17
ive,administrative,relat,# of or relating to [[administering]] or [[administration]].,ive,administrate,217,administrative,175627,17
ment,treatment,person,# the process or manner of [[treat]]ing someone or something.,ment,treat,31138,treatment,145218,17
ive,mandative,relat,"# indicates the quality of being a command, or being related to the command.",ive,mandate,23961,mandative,5,17
ive,rejective,relat,"#*: '''rejective''' or rebellious elements are inevitably involved, but their influence during the actual commission of delinquent acts is relatively small...",ive,reject,11668,rejective,11,17
ion,updation,act of,# {{lb|en|india|nonstandard}} the act of [[update|updating]] something.,ion,update,21763,updation,19,17
ling,worldling,person,"# a [[mundane]] person, preoccupied with [[worldly]] matters rather than [[spiritual]] affairs",ling,world,1759136,worldling,14,17
ling,fledgling,person,"# {{lb|en|figuratively}} an [[immature]], naïve and/or inexperienced person.",ling,fledge,687,fledgling,6051,17
ling,castling,person,# one that is cast.,ling,cast,175451,castling,429,17
ling,stripling,person,"#*: figure to yourself, madam, a fair '''stripling''', between eighteen and nineteen, with his head reclin'd on one of the sides of the chair, his hair in disorder'd curls, irregularly shading a face on which all the roseate bloom of youth and all the manly graces conspired to fix my eyes and heart. even the languor and paleness of his face, in which the momentary triumph of the lily over the rose was owing to the excesses of the night, gave an inexpressible sweetness to the finest features imaginable",ling,strip,54652,stripling,181,17
ling,fondling,person,# {{lb|en|obsolete}} a [[foolish]] person.,ling,fond,9557,fondling,190,17
ling,liefling,person,# {{lb|en|south africa}} one held as [[lief]] or [[dear]]; a [[darling]].,ling,lief,622,liefling,7,17
ling,weanling,person,"# specifically, a young [[horse]] that has been [[wean]]ed from its mother, but is less than one year old (usually 5-12 months old).",ling,wean,341,weanling,75,17
ling,needling,person,# a [[needy]] [[person]].,ling,need,191183,needling,219,17
ling,yearling,person,# an [[animal]] that is between one and two [[year]]s old.,ling,year,1891736,yearling,1383,17
ling,underling,person,"# a [[subordinate]], or [[person]] of [[lesser]] [[rank]] or [[authority]].",ling,under,0,underling,297,17
ion,actuation,act of,# the act of putting into [[motion]].,ion,actuate,388,actuation,557,17
ling,starveling,person,# one who is [[thin]] from [[lack]] of [[food]].,ling,starve,1552,starveling,29,17
ling,sibling,person,# a person who shares same [[parent]]s; one's [[brother]] or [[sister]].,ling,sib,881,sibling,5636,17
ling,sendling,person,# one who is sent; an [[emissary]]; [[missionary]]; [[messenger]].,ling,send,56206,sendling,85,17
ling,loveling,person,# a beloved little one; [[darling]]; a beloved or lovable thing.,ling,love,356028,loveling,20,17
ion,reciprocation,act of,"# the act of [[reciprocate|reciprocating]]; [[interchange]] of acts; a [[mutual]] giving and returning; as, the reciprocation of kindness.",ion,reciprocate,773,reciprocation,206,17
ion,reflation,act of,# {{lb|en|economics}} the act of restoring a deflated general level of prices to a previous or desired level.,ion,reflate,7,reflation,28,17
ion,sophistication,act of,# {{lb|en|archaic}} the act of [[sophisticate|sophisticating]]; [[adulteration]].,ion,sophisticate,68,sophistication,3002,17
ion,tessellation,act of,# {{lb|en|uncountable}} the property or fact of [[tessellate|tessellating]].,ion,tessellate,91,tessellation,624,17
ment,attachment,person,# {{lb|en|legal}} taking a person's [[property]] to satisfy a court-ordered [[debt]].,ment,attachement,28,attachment,13962,17
ive,preemptive,relat,# of or relating to [[preemption]].,ive,preempt,615,preemptive,1232,17
ment,distinguishment,person,"#*: ""and first, in your doctrines of god, whom you say is to be known and believed on, as in the '''distinguishment''' of three persons...",ment,distinguish,26086,distinguishment,11,17
ment,reimbursement,person,# {{lb|en|business|management|accounting}} the act of [[compensating]] someone for an [[expense]].,ment,reimburse,912,reimbursement,2435,17
ment,embarrassment,person,# a person or thing which is the cause of [[humiliation]] to another.,ment,embarrass,1086,embarrassment,4555,17
ive,disclosive,relat,# relating to [[disclosure]].,ive,disclose,5282,disclosive,12,17
ive,retrospective,relat,"# of, relating to, or [[contemplating]] the [[past]]",ive,retrospect,2460,retrospective,12587,17
ive,invertive,relat,# of or relating to [[grammatical case]] in some languages that functions like the [[subjunctive]] mood.,ive,invert,714,invertive,8,17
ive,insertive,relat,# of or relating to [[insertion]] in [[sexual]] [[act]]s.,ive,insert,7485,insertive,26,17
ive,accelerative,relat,# relating to [[acceleration]]; adding to velocity; quickening.,ive,accelerate,6816,accelerative,30,17
ive,abductive,relat,# {{lb|en|anatomy}} related or pertaining to [[abductor]] muscles and their [[movement]]. {{defdate|mid 19<sup>th</sup> century.}}<ref name=soed>{{r:soed5|page=3}}</ref>,ive,abduct,1248,abductive,151,17
ive,duplicative,relat,"# of, related to, or being a [[duplicate]]",ive,duplicate,6002,duplicative,159,17
ive,accretive,relat,"# relating to [[accretion]]; increasing, or adding to, by [[growth]]",ive,accrete,105,accretive,50,17
ment,replacement,person,# a person or thing that takes the place of another; a [[substitute]].,ment,replace,74202,replacement,66719,17
ling,changeling,person,"#*: his nurse had told him all about '''changelings''', and how the little people would always try to steal a beautiful human child out of its cradle and put in its stead one of their own ailing, puking brats {{...}}",ling,change,283975,changeling,887,17
ment,placement,person,# the act of matching a [[person]] with a [[job]],ment,place,863052,placement,24408,17
ment,fitment,person,"#*: upon such an indictment against the owner, charging him with fitting out the ship with intent to employ her in the illegal voyage, evidence is admissible, that he commanded, authorized, and superintended the '''fitment''', through the instrumentality of his agents, without being personally present.",ment,fit,53563,fitment,316,17
ment,escheatment,person,"# {{lb|en|legal}} the process of [[transfer]]ring [[unclaimed]] or [[abandoned]] [[property]] to a [[state]] [[authority]], especially when a person dies [[intestate]].",ment,escheat,163,escheatment,6,17
ment,equipment,person,"# whatever is used in equipping something or someone, for example things needed for an expedition or voyage",ment,equip,4452,equipment,141366,17
ment,entrapment,person,"# {{lb|en|legal}} action by [[law enforcement]] personnel to lead an otherwise innocent person to commit a crime, in order to arrest and prosecute that person for the crime.",ment,entrap,349,entrapment,1060,17
ment,entitlement,person,"# {{lb|en|politics}} a legal obligation on a government to make payments to a person, business, or unit of government that meets the criteria set in law, such as [[social security]] in the us.",ment,entitle,760,entitlement,2238,17
ment,endearment,person,"# the [[act]] or [[process]] of [[endear]]ing, of causing (something or someone) to be [[love]]d or to be the object of [[affection]].",ment,endear,393,endearment,524,17
ment,endangerment,person,"# the act of putting someone into [[danger]], or the condition of being in danger",ment,endanger,1819,endangerment,707,17
ment,impalement,person,# the act of [[torturing]] or [[executing]] someone by [[impaling]] them on a sharp [[stake]].,ment,impale,283,impalement,298,17
ment,empowerment,person,# the [[process]] of supporting another person or persons to discover and claim personal power.,ment,empower,3775,empowerment,6840,17
y,hypsometry,relat,# the [[measurement]] of [[elevation]] relative to [[sea level]],y,hypsometer,15,hypsometry,7,16
y,funky,relat,# having or relating to the smell of [[funk]].,y,funk,18822,funky,4423,16
y,gobby,relat,#*: ...to have a '''gobby''' mess of unrelated and meaningless color hung in a metropolitan show...,y,gob,699,gobby,56,16
y,gooey,relat,# of or relating to [[goo]],y,goo,2689,gooey,262,16
y,grippy,relat,"# afflicted with, or relating to, [[grippe]], or [[influenza]].",y,grip,12407,grippy,24,16
y,horsy,relat,# of or relating to [[horse]]s.,y,horse,132647,horsy,8,16
y,meaty,relat,"# of, relating to, or containing [[meat]].",y,meat,43808,meaty,473,16
y,miry,relat,"# relating to a [[mire]]; [[swampy]], [[boggy]]. {{defdate|from 14th c.}}",y,mire,960,miry,77,16
y,ploppy,relat,# {{lb|en|british|puerile}} relating to [[excrement]].,y,plop,252,ploppy,8,16
y,preppy,relat,# relating to things (such as clothing) that are typical of students at [[prep school]]s,y,prep,9424,preppy,365,16
y,beechy,relat,# of or relating to [[beech]] trees.,y,beech,7359,beechy,68,16
y,nippy,relat,"#* melanie allen, ''customer relations management'' (page 6)",y,nip,1207,nippy,125,16
y,oily,relat,# relating to [[oil]].,y,oil,183049,oily,1603,16
y,palmy,relat,"# of, related to, or covered with [[palm tree]]s. {{defdate|from 16th c.}}",y,palm,38495,palmy,81,16
y,baggy,relat,"# of or relating to a [[british]] [[music]] [[genre]] of the 1980s and 1990s, influenced by [[madchester]] and [[psychedelia]] and associated with baggy clothing.",y,bag,22050,baggy,859,16
ish,mobbish,characteristic,"# like a [[mob]], characteristic of a [[mob]]",ish,mob,18413,mobbish,6,16
ish,rockish,characteristic,# {{lb|en|music}} that has the characteristics of [[rock music]].,ish,rock,404116,rockish,28,16
ish,sluggish,characteristic,# characteristic of a [[sluggard]]; dull; [[stupid]]; [[tame]]; [[simple]].,ish,slug,5209,sluggish,1697,16
ish,sheepish,characteristic,# having the characteristics of a [[sheep]],ish,sheep,32952,sheepish,71,16
ish,pulpish,characteristic,"# characteristic of [[pulp]] (lurid, sensational writing).",ish,pulp,12211,pulpish,9,16
ish,dragonish,characteristic,# having the characteristics of a [[dragon]].,ish,dragon,52024,dragonish,7,16
ish,countryish,characteristic,# {{lb|en|music}} having characteristics of [[country music]],ish,country,628729,countryish,7,16
ish,donnish,characteristic,# characteristic of a (university) [[don]],ish,don,197178,donnish,7,16
ish,fannish,characteristic,# of or relating to a [[fan]]; characteristic of [[fandom]].,ish,fan,69618,fannish,85,16
ish,goonish,characteristic,# characteristic of a [[goon]],ish,goon,1592,goonish,7,16
ish,hippyish,characteristic,# {{lb|en|informal}} having characteristics of a [[hippy]].,ish,hippy,746,hippyish,6,16
ish,lakish,characteristic,# characteristic of the [[lake poet]]s.,ish,lake,373371,lakish,166,16
ish,brattish,characteristic,# characteristic of a [[brat]]; childishly [[rude]] and [[annoying]].,ish,brat,1844,brattish,19,16
ish,yobbish,characteristic,"# characteristic of a [[yob]], [[lout]] or [[hooligan]].",ish,yob,180,yobbish,6,16
ish,caddish,characteristic,# characteristic of a [[cad]].,ish,cad,5579,caddish,26,16
ish,hackish,characteristic,"# characteristic of [[hack]]s, or inferior writers.",ish,hack,5146,hackish,9,16
y,nooby,relat,# relating to noobs.,y,noob,142,nooby,59,16
ling,codling,small,"# a small, young [[cod]]",ling,cod,9601,codling,205,16
ment,attunement,process,# {{lb|en|countable}} the process of [[attune|attuning]] or becoming attuned,ment,attune,67,attunement,185,16
